uuid,temporal_path,kingdom,phylum,class,order,family,genus,species,scientific_name,common,image_url
0e8f49d9-ead9-46ae-b7f5-9422ef7c33c9,temporal-landing/images/0e8f49d9-ead9-46ae-b7f5-9422ef7c33c9.jpg,Animalia,Chordata,Squamata,,Colubridae,Storeria,dekayi,Storeria dekayi,(dekay’s) brown snake,https://inaturalist-open-data.s3.amazonaws.com/photos/70948953/original.jpeg
96c6af2d-bb75-4f7b-9f7e-1fba5afcc698,temporal-landing/images/96c6af2d-bb75-4f7b-9f7e-1fba5afcc698.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,radix,Thamnophis radix,Plains garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/319012715/original.jpg
b4540344-3ae2-4f00-bddb-fe96b661764d,temporal-landing/images/b4540344-3ae2-4f00-bddb-fe96b661764d.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/263114252/original.jpeg
7a77ddac-8bf4-4e47-a8bd-a0a2d5b4cd9d,temporal-landing/images/7a77ddac-8bf4-4e47-a8bd-a0a2d5b4cd9d.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/256032999/original.jpg
107d8a0f-e3fa-4490-9c6f-2fa04ca23943,temporal-landing/images/107d8a0f-e3fa-4490-9c6f-2fa04ca23943.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,oreganus,Crotalus oreganus,Abyssus,https://inaturalist-open-data.s3.amazonaws.com/photos/35617315/original.jpg
d93786f4-148d-4172-85df-d94d6de9160e,temporal-landing/images/d93786f4-148d-4172-85df-d94d6de9160e.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,cerastes,Crotalus cerastes,Sidewinder,https://inaturalist-open-data.s3.amazonaws.com/photos/302141398/original.jpg
3d29acf4-7428-425e-a89d-810c35fde075,temporal-landing/images/3d29acf4-7428-425e-a89d-810c35fde075.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/34854436/original.jpg
63fb9c28-b8a4-4f67-8599-b5e00be6f3d5,temporal-landing/images/63fb9c28-b8a4-4f67-8599-b5e00be6f3d5.jpg,Animalia,Chordata,Squamata,,Viperidae,Agkistrodon,contortrix,Agkistrodon contortrix,Northern copperhead,https://inaturalist-open-data.s3.amazonaws.com/photos/286853312/original.jpg
592e5467-c53b-4274-a7f2-7842342d98fe,temporal-landing/images/592e5467-c53b-4274-a7f2-7842342d98fe.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,oreganus,Crotalus oreganus,Abyssus,https://inaturalist-open-data.s3.amazonaws.com/photos/75003486/original.jpeg
1aeab32b-8d2e-4d25-a634-e7d879c74c13,temporal-landing/images/1aeab32b-8d2e-4d25-a634-e7d879c74c13.jpg,Animalia,Chordata,Squamata,,Viperidae,Sistrurus,miliarius,Sistrurus miliarius,Pygmy rattlesnake,https://inaturalist-open-data.s3.amazonaws.com/photos/41096660/original.jpg
81872cbf-40c7-42ef-9523-6533730f6a05,temporal-landing/images/81872cbf-40c7-42ef-9523-6533730f6a05.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/280382784/original.jpg
77a23dbb-ddf2-4681-880e-755c94780280,temporal-landing/images/77a23dbb-ddf2-4681-880e-755c94780280.jpg,Animalia,Chordata,Squamata,,Elapidae,Pseudechis,porphyriacus,Pseudechis porphyriacus,Australian black snake,https://inaturalist-open-data.s3.amazonaws.com/photos/332862604/original.jpeg
2742a3b6-eb94-49b3-bf06-292f1cd0f150,temporal-landing/images/2742a3b6-eb94-49b3-bf06-292f1cd0f150.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/68607108/original.jpg
e33a4fb3-950d-4f91-81c4-d495eac0d2e6,temporal-landing/images/e33a4fb3-950d-4f91-81c4-d495eac0d2e6.jpg,Animalia,Chordata,Squamata,,Colubridae,Coluber,constrictor,Coluber constrictor,Eastern racer,https://inaturalist-open-data.s3.amazonaws.com/photos/324528537/original.jpg
9498b732-0821-42ad-9f86-9fd0b5094ac1,temporal-landing/images/9498b732-0821-42ad-9f86-9fd0b5094ac1.jpg,Animalia,Chordata,Squamata,,Elapidae,Austrelaps,superbus,Austrelaps superbus,Copperhead snake,https://inaturalist-open-data.s3.amazonaws.com/photos/329401562/original.jpeg
56d9ba4f-f6b4-4d3f-a82a-738f96b74e74,temporal-landing/images/56d9ba4f-f6b4-4d3f-a82a-738f96b74e74.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,totonacus,Crotalus totonacus,Totonacan rattlesnake,https://inaturalist-open-data.s3.amazonaws.com/photos/7676839/original.jpg
e6f853a2-b4a3-4130-98b2-5ba6374785dc,temporal-landing/images/e6f853a2-b4a3-4130-98b2-5ba6374785dc.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,molossus,Crotalus molossus,Black tailed rattlesnake,https://inaturalist-open-data.s3.amazonaws.com/photos/219817387/original.jpeg
d61613db-99ca-478c-828d-0f556217fdd0,temporal-landing/images/d61613db-99ca-478c-828d-0f556217fdd0.jpg,Animalia,Chordata,Squamata,,Colubridae,Coluber,constrictor,Coluber constrictor,Eastern racer,https://inaturalist-open-data.s3.amazonaws.com/photos/7547703/original.jpg
41500261-4e9c-4c24-aaba-5a7caaa6e685,temporal-landing/images/41500261-4e9c-4c24-aaba-5a7caaa6e685.jpg,Animalia,Chordata,Squamata,,Viperidae,Sistrurus,miliarius,Sistrurus miliarius,Pygmy rattlesnake,https://cdn.floridamuseum.ufl.edu/Herp/a4995e03-bbb6-4d8a-b67c-af84bc3d2119
9d62291e-52ca-46a9-85bb-090cb5099ba8,temporal-landing/images/9d62291e-52ca-46a9-85bb-090cb5099ba8.jpg,Animalia,Chordata,Squamata,,Boidae,Charina,bottae,Charina bottae,Northern rubber boa,https://inaturalist-open-data.s3.amazonaws.com/photos/121745935/original.jpeg
d1bf488f-8d2a-4d31-ba85-d210a0dea75c,temporal-landing/images/d1bf488f-8d2a-4d31-ba85-d210a0dea75c.jpg,Animalia,Chordata,Squamata,,Colubridae,Coluber,constrictor,Coluber constrictor,Eastern racer,https://inaturalist-open-data.s3.amazonaws.com/photos/366528691/original.jpg
270b3279-d580-4bef-9bbb-be38e76afc4c,temporal-landing/images/270b3279-d580-4bef-9bbb-be38e76afc4c.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/197705899/original.jpeg
13493fae-0a6f-47c4-8f90-cf5accbd8e03,temporal-landing/images/13493fae-0a6f-47c4-8f90-cf5accbd8e03.jpg,Animalia,Chordata,Squamata,,Pythonidae,Python,bivittatus,Python bivittatus,Burmese python,https://cdn.floridamuseum.ufl.edu/Herp/bc648f46-2c64-4fc7-b418-6b1fae6e0466
935c45d4-390a-4719-8434-7987905ff5ca,temporal-landing/images/935c45d4-390a-4719-8434-7987905ff5ca.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,oreganus,Crotalus oreganus,Abyssus,https://inaturalist-open-data.s3.amazonaws.com/photos/322321001/original.jpg
87a42362-eb48-4666-bae9-513003c99197,temporal-landing/images/87a42362-eb48-4666-bae9-513003c99197.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,oreganus,Crotalus oreganus,Abyssus,https://inaturalist-open-data.s3.amazonaws.com/photos/60176759/original.jpeg
1f836943-141a-4c85-b04b-3e2b09b4e5e3,temporal-landing/images/1f836943-141a-4c85-b04b-3e2b09b4e5e3.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,oreganus,Crotalus oreganus,Abyssus,https://inaturalist-open-data.s3.amazonaws.com/photos/802352/original.jpg
dc8d2462-d8dc-4d6a-afdb-ede70dc6aa31,temporal-landing/images/dc8d2462-d8dc-4d6a-afdb-ede70dc6aa31.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/264632726/original.jpg
315fcbc6-cf59-4bed-8831-ce5d16232ea3,temporal-landing/images/315fcbc6-cf59-4bed-8831-ce5d16232ea3.jpg,Animalia,Chordata,Squamata,,Elapidae,Tropidechis,carinatus,Tropidechis carinatus,Rough-scaled Snake,https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=e1a6da81-ada3-44b2-91eb-5a99374bb74e
7ab4da4c-b528-4396-9301-9264f77baf31,temporal-landing/images/7ab4da4c-b528-4396-9301-9264f77baf31.jpg,Animalia,Chordata,Squamata,,Viperidae,Bitis,rubida,Bitis rubida,Red adder,https://inaturalist-open-data.s3.amazonaws.com/photos/15620118/original.jpg
b358a2fc-7a1a-4085-8656-976ea90de214,temporal-landing/images/b358a2fc-7a1a-4085-8656-976ea90de214.jpg,Animalia,Chordata,Squamata,,Colubridae,Dendrelaphis,punctulatus,Dendrelaphis punctulatus,Common tree snake,https://inaturalist-open-data.s3.amazonaws.com/photos/169411810/original.jpg
36bd90f7-fe41-4ee7-becf-a4b55cd0bfba,temporal-landing/images/36bd90f7-fe41-4ee7-becf-a4b55cd0bfba.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/42143694/original.jpeg
044068d2-d3b4-43b9-a00d-89625dea8f1b,temporal-landing/images/044068d2-d3b4-43b9-a00d-89625dea8f1b.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,oreganus,Crotalus oreganus,Abyssus,https://inaturalist-open-data.s3.amazonaws.com/photos/42770987/original.jpg
e900c6b6-f788-4cbd-abd9-e2a8aacfee92,temporal-landing/images/e900c6b6-f788-4cbd-abd9-e2a8aacfee92.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/188765918/original.jpeg
d574c12b-b682-496d-bb84-31da67fcfbff,temporal-landing/images/d574c12b-b682-496d-bb84-31da67fcfbff.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/185923498/original.jpeg
18a72dd8-aca8-41e4-a034-ed7a2762dbdb,temporal-landing/images/18a72dd8-aca8-41e4-a034-ed7a2762dbdb.jpg,Animalia,Chordata,Squamata,,Colubridae,Storeria,dekayi,Storeria dekayi,(dekay’s) brown snake,https://inaturalist-open-data.s3.amazonaws.com/photos/13532955/original.jpg
8dd34e92-17a6-4b1b-a300-d50f211e26cb,temporal-landing/images/8dd34e92-17a6-4b1b-a300-d50f211e26cb.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/255786118/original.jpg
46fd34a1-be8b-48bd-9990-277e35cefb95,temporal-landing/images/46fd34a1-be8b-48bd-9990-277e35cefb95.jpg,Animalia,Chordata,Squamata,,Colubridae,Storeria,dekayi,Storeria dekayi,(dekay’s) brown snake,https://inaturalist-open-data.s3.amazonaws.com/photos/106782366/original.jpeg
991f0b79-5322-4613-882b-ae51f5da6971,temporal-landing/images/991f0b79-5322-4613-882b-ae51f5da6971.jpg,Animalia,Chordata,Squamata,,Boidae,Boa,imperator,Boa imperator,Central american boa,https://inaturalist-open-data.s3.amazonaws.com/photos/23551644/original.jpg
366137c7-d07d-4a8a-9369-170baf54e137,temporal-landing/images/366137c7-d07d-4a8a-9369-170baf54e137.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,scutulatus,Crotalus scutulatus,Scutulatus,https://inaturalist-open-data.s3.amazonaws.com/photos/105351446/original.jpeg
a4e81234-829e-4174-bb59-6cc38bffe94e,temporal-landing/images/a4e81234-829e-4174-bb59-6cc38bffe94e.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,atrox,Crotalus atrox,Western diamond-backed rattlesnake,https://inaturalist-open-data.s3.amazonaws.com/photos/5013440/original.jpeg
b4acfd1e-9c9b-4631-bd7e-b6d1f0d4bc7f,temporal-landing/images/b4acfd1e-9c9b-4631-bd7e-b6d1f0d4bc7f.jpg,Animalia,Chordata,Squamata,,Viperidae,Vipera,berus,Vipera berus,Adder,https://inaturalist-open-data.s3.amazonaws.com/photos/200275714/original.jpeg
0b0ac533-3208-41ec-aa74-9d4ef00d14cb,temporal-landing/images/0b0ac533-3208-41ec-aa74-9d4ef00d14cb.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/150714669/original.jpg
38387823-faec-41fc-be89-6f76354b4e3d,temporal-landing/images/38387823-faec-41fc-be89-6f76354b4e3d.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/195757281/original.jpg
a4d1cf94-6aa3-44e7-a835-c0eda32831fa,temporal-landing/images/a4d1cf94-6aa3-44e7-a835-c0eda32831fa.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/193235796/original.jpeg
a4b4f20a-8fc5-4314-b2b6-b849e6ab7244,temporal-landing/images/a4b4f20a-8fc5-4314-b2b6-b849e6ab7244.jpg,Animalia,Chordata,Squamata,,Colubridae,Coluber,constrictor,Coluber constrictor,Eastern racer,https://inaturalist-open-data.s3.amazonaws.com/photos/184461426/original.jpg
dacac29c-e03c-40c1-82af-b9826b30414f,temporal-landing/images/dacac29c-e03c-40c1-82af-b9826b30414f.jpg,Animalia,Chordata,Squamata,,Viperidae,Agkistrodon,contortrix,Agkistrodon contortrix,Northern copperhead,https://inaturalist-open-data.s3.amazonaws.com/photos/342495833/original.jpeg
c5cd7a78-e3b2-43f1-9805-3a6af728dba8,temporal-landing/images/c5cd7a78-e3b2-43f1-9805-3a6af728dba8.jpg,Animalia,Chordata,Squamata,,Cylindrophiidae,Cylindrophis,melanotus,Cylindrophis melanotus,Black pipe snake,https://inaturalist-open-data.s3.amazonaws.com/photos/162146981/original.jpeg
7a64e16f-899e-43ff-a137-140712204f55,temporal-landing/images/7a64e16f-899e-43ff-a137-140712204f55.jpg,Animalia,Chordata,Squamata,,Elapidae,Naja,naja,Naja naja,Indian cobra,https://inaturalist-open-data.s3.amazonaws.com/photos/141130747/original.jpeg
072a97ce-7db6-4b5c-92c2-3a92bd65aa59,temporal-landing/images/072a97ce-7db6-4b5c-92c2-3a92bd65aa59.jpg,Animalia,Chordata,Squamata,,Colubridae,Storeria,dekayi,Storeria dekayi,(dekay’s) brown snake,https://inaturalist-open-data.s3.amazonaws.com/photos/77315154/original.jpeg
c9ce26a5-4969-4735-8465-866f89890d26,temporal-landing/images/c9ce26a5-4969-4735-8465-866f89890d26.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/255604795/original.jpeg
70433691-52b0-41d5-b1e7-2912e0b9bed8,temporal-landing/images/70433691-52b0-41d5-b1e7-2912e0b9bed8.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/189504939/original.jpg
70c84c5a-bbdf-4675-8a6c-5e2a4f3b0e73,temporal-landing/images/70c84c5a-bbdf-4675-8a6c-5e2a4f3b0e73.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/293074647/original.jpeg
23f822eb-6658-46a1-aa9b-9b1bfdd956ac,temporal-landing/images/23f822eb-6658-46a1-aa9b-9b1bfdd956ac.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/288736777/original.jpeg
1e9bc023-4005-472b-9886-f735049b3c44,temporal-landing/images/1e9bc023-4005-472b-9886-f735049b3c44.jpg,Animalia,Chordata,Squamata,,Colubridae,Storeria,dekayi,Storeria dekayi,(dekay’s) brown snake,https://inaturalist-open-data.s3.amazonaws.com/photos/221379062/original.jpg
d3d3238b-24e6-4f32-9ffe-35c52108c953,temporal-landing/images/d3d3238b-24e6-4f32-9ffe-35c52108c953.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,atrox,Crotalus atrox,Western diamond-backed rattlesnake,https://inaturalist-open-data.s3.amazonaws.com/photos/303512743/original.jpg
2679a66b-7c00-4c41-959b-b619b1240619,temporal-landing/images/2679a66b-7c00-4c41-959b-b619b1240619.jpg,Animalia,Chordata,Squamata,,Elapidae,Pseudechis,porphyriacus,Pseudechis porphyriacus,Australian black snake,https://inaturalist-open-data.s3.amazonaws.com/photos/346310625/original.jpg
502b93ec-f24d-46dd-bbe8-fd26ed517ad5,temporal-landing/images/502b93ec-f24d-46dd-bbe8-fd26ed517ad5.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,atrox,Crotalus atrox,Western diamond-backed rattlesnake,https://inaturalist-open-data.s3.amazonaws.com/photos/48192110/original.jpeg
c40bf432-058b-4227-b6a6-b1ff6a861e98,temporal-landing/images/c40bf432-058b-4227-b6a6-b1ff6a861e98.jpg,Animalia,Chordata,Squamata,,Colubridae,Natrix,natrix,Natrix natrix,Grass snake,https://inaturalist-open-data.s3.amazonaws.com/photos/250056168/original.jpg
63b63fb4-2625-434e-82d3-9418c630f90a,temporal-landing/images/63b63fb4-2625-434e-82d3-9418c630f90a.jpg,Animalia,Chordata,Squamata,,Colubridae,Natrix,natrix,Natrix natrix,Grass snake,https://inaturalist-open-data.s3.amazonaws.com/photos/156212923/original.jpeg
7daa6a47-9a42-4789-beef-ffdb024035bf,temporal-landing/images/7daa6a47-9a42-4789-beef-ffdb024035bf.jpg,Animalia,Chordata,Squamata,,Elapidae,Pseudechis,porphyriacus,Pseudechis porphyriacus,Australian black snake,https://inaturalist-open-data.s3.amazonaws.com/photos/314845325/original.jpeg
69de984f-d82b-45aa-a562-0c6754216551,temporal-landing/images/69de984f-d82b-45aa-a562-0c6754216551.jpg,Animalia,Chordata,Squamata,,Elapidae,Austrelaps,superbus,Austrelaps superbus,Copperhead snake,https://inaturalist-open-data.s3.amazonaws.com/photos/98053644/original.jpg
17745fe9-50d0-468d-84e2-7b6709da18c5,temporal-landing/images/17745fe9-50d0-468d-84e2-7b6709da18c5.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/42656360/original.jpeg
139ff710-60c8-4b1c-9c3e-808368256900,temporal-landing/images/139ff710-60c8-4b1c-9c3e-808368256900.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/188118633/original.jpg
4034278f-3279-48c5-aa97-f0d2f8001413,temporal-landing/images/4034278f-3279-48c5-aa97-f0d2f8001413.jpg,Animalia,Chordata,Squamata,,Colubridae,Coluber,constrictor,Coluber constrictor,Eastern racer,https://inaturalist-open-data.s3.amazonaws.com/photos/11228523/original.jpg
147ba12a-bf01-4617-9f54-03590015ba85,temporal-landing/images/147ba12a-bf01-4617-9f54-03590015ba85.jpg,Animalia,Chordata,Squamata,,Pythonidae,Python,bivittatus,Python bivittatus,Burmese python,https://inaturalist-open-data.s3.amazonaws.com/photos/326974857/original.jpeg
6fff233e-0d4d-46bc-a79b-8373aff0e56c,temporal-landing/images/6fff233e-0d4d-46bc-a79b-8373aff0e56c.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/319145857/original.jpeg
7f51e885-a435-466b-baf4-0c9c67360110,temporal-landing/images/7f51e885-a435-466b-baf4-0c9c67360110.jpg,Animalia,Chordata,Squamata,,Colubridae,Thamnophis,sirtalis,Thamnophis sirtalis,Common garter snake,https://inaturalist-open-data.s3.amazonaws.com/photos/72808462/original.jpeg
0c7641a9-dcc6-429d-9260-5756edf81393,temporal-landing/images/0c7641a9-dcc6-429d-9260-5756edf81393.jpg,Animalia,Chordata,Squamata,,Colubridae,Natrix,natrix,Natrix natrix,Grass snake,https://inaturalist-open-data.s3.amazonaws.com/photos/209854950/original.jpg
b29a3801-2ab1-4ee1-b47e-b750ab147279,temporal-landing/images/b29a3801-2ab1-4ee1-b47e-b750ab147279.jpg,Animalia,Chordata,Squamata,,Colubridae,Nerodia,sipedon,Nerodia sipedon,Northern water snake,https://inaturalist-open-data.s3.amazonaws.com/photos/218323480/original.jpg
982e84db-abbc-4119-875c-e21e60e34a08,temporal-landing/images/982e84db-abbc-4119-875c-e21e60e34a08.jpg,Animalia,Chordata,Squamata,,Boidae,Boa,unknown,Boa,,https://inaturalist-open-data.s3.amazonaws.com/photos/154650533/original.jpg
82a65d09-95a9-41ab-aada-4719863b6b1a,temporal-landing/images/82a65d09-95a9-41ab-aada-4719863b6b1a.jpg,Animalia,Chordata,Squamata,,Colubridae,Storeria,dekayi,Storeria dekayi,(dekay’s) brown snake,https://inaturalist-open-data.s3.amazonaws.com/photos/54535810/original.jpg
d893eea8-9c17-4506-a0a5-d73389be391c,temporal-landing/images/d893eea8-9c17-4506-a0a5-d73389be391c.jpg,Animalia,Chordata,Squamata,,Lamprophiidae,Lycophidion,nanum,Lycophidion nanum,Dwarf wolf snake,https://inaturalist-open-data.s3.amazonaws.com/photos/230003510/original.jpg
148f0fea-0f70-44c4-9cce-278fcf19fb6b,temporal-landing/images/148f0fea-0f70-44c4-9cce-278fcf19fb6b.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,oreganus,Crotalus oreganus,Abyssus,https://inaturalist-open-data.s3.amazonaws.com/photos/188543409/original.jpeg
169e7fda-703e-417c-a2d4-902bd331e3cf,temporal-landing/images/169e7fda-703e-417c-a2d4-902bd331e3cf.jpg,Animalia,Chordata,Squamata,,Lamprophiidae,Lycodonomorphus,inornatus,Lycodonomorphus inornatus,Black house snake,https://inaturalist-open-data.s3.amazonaws.com/photos/239268953/original.jpeg
298d9e4b-1d75-4136-b06c-88abfbdc17e6,temporal-landing/images/298d9e4b-1d75-4136-b06c-88abfbdc17e6.jpg,Animalia,Chordata,Squamata,,Elapidae,Bungarus,multicinctus,Bungarus multicinctus,Many-banded krait,https://inaturalist-open-data.s3.amazonaws.com/photos/145997633/original.jpeg
4aedc286-e76f-4fa4-aba3-e7605b1ee0a5,temporal-landing/images/4aedc286-e76f-4fa4-aba3-e7605b1ee0a5.jpg,Animalia,Chordata,Squamata,,Elapidae,Pseudechis,porphyriacus,Pseudechis porphyriacus,Australian black snake,https://inaturalist-open-data.s3.amazonaws.com/photos/245013832/original.jpeg
3f5ffb9e-7f70-46ae-a853-d6a09b738651,temporal-landing/images/3f5ffb9e-7f70-46ae-a853-d6a09b738651.jpg,Animalia,Chordata,Squamata,,Viperidae,Crotalus,atrox,Crotalus atrox,Western diamond-backed rattlesnake,https://inaturalist-open-data.s3.amazonaws.com/photos/89694797/original.jpg
d9022ee9-6f94-44cd-8882-65b15d495cc0,temporal-landing/images/d9022ee9-6f94-44cd-8882-65b15d495cc0.jpg,Animalia,Chordata,Squamata,,Leptotyphlopidae,Rena,dulcis,Rena dulcis,Texas blind snake,https://inaturalist-open-data.s3.amazonaws.com/photos/16817966/original.jpeg
